code_ins,date_debut,date_fin,nom_officiel_rn,nom_unique_etnic,actif
24047,1/01/1830,31/12/1976,KAPELLEN,Kapellen (VLAAMS-BRABANT),N
24048,1/01/0001,,KEERBERGEN,Keerbergen,O
24049,1/01/1830,31/12/1970,KERKOM,Kerkom,N
24050,1/01/1830,31/12/1976,KERSBEEK-MISKOM,Kersbeek-Miskom,N
24051,1/01/1830,31/12/1976,KESSEL-LO,Kessel-Lo,N
24052,1/01/1830,31/12/1976,KORBEEK-DIJLE,Korbeek-Dijle,N
24053,1/01/1830,31/12/1976,KORBEEK-LO,Korbeek-Lo,N
24054,1/01/0001,,KORTENAKEN,Kortenaken,O
24055,1/01/0001,,KORTENBERG,Kortenberg,O
24056,1/01/1830,31/12/1976,KORTRIJK-DUTSEL,Kortrijk-Dutsel,N
24057,1/01/1830,31/12/1976,KUMTICH,Kumtich,N
24058,1/01/1830,31/12/1970,LAAR,Laar,N
24059,1/01/0001,,LANDEN,Landen,O
24060,1/01/1830,31/12/1976,LANGDORP,Langdorp,N
24061,1/01/1830,31/12/1976,LEEFDAAL,Leefdaal,N
24062,1/01/0001,,LEUVEN,Leuven,O
24063,1/01/1830,31/12/1976,LINDEN,Linden,N
24064,1/01/1830,31/12/1976,LOONBEEK,Loonbeek,N
24065,1/01/1830,31/12/1976,LOVENJOEL,Lovenjoel,N
24066,1/01/0001,,LUBBEEK,Lubbeek,O
24067,1/01/1830,31/12/1976,MEENSEL-KIEZEGEM,Meensel-Kiezegem,N
24068,1/01/1830,31/12/1976,MEERBEEK,Meerbeek,N
24069,1/01/1830,31/12/1964,MELDERT,Meldert (VLAAMS-BRABANT),N
24070,1/01/1830,31/12/1970,MELKWEZER,Melkwezer,N
24071,1/01/1830,31/12/1976,MESSELBROEK,Messelbroek,N
24072,1/01/1830,31/12/1976,MOLENBEEK-WERSBEEK,Molenbeek-Wersbeek,N
24073,1/01/1900,31/12/1976,MOLENSTEDE,Molenstede,N
24074,1/01/1830,31/12/1970,NEERHESPEN,Neerhespen,N
24075,1/01/1830,31/12/1976,NEERIJSE,Neerijse,N
24076,1/01/1830,31/12/1970,NEERLANDEN,Neerlanden,N
24077,1/01/1830,31/12/1971,NEERLINTER,Neerlinter,N
24078,1/01/1830,31/12/1964,NEERVELP,Neervelp,N
24079,1/01/1830,31/12/1976,NEERWINDEN,Neerwinden,N
24080,1/01/1830,31/12/1976,NIEUWRODE,Nieuwrode,N
24081,1/01/1830,31/12/1970,OORBEEK,Oorbeek,N
24082,1/01/1830,31/12/1976,OPLINTER,Oplinter,N
24083,1/01/1830,31/12/1964,OPVELP,Opvelp,N
24084,1/01/1830,31/12/1970,ORSMAAL-GUSSENHOVEN,Orsmaal-Gussenhoven,N
24085,1/01/1830,31/12/1976,OTTENBURG,Ottenburg,N
24086,1/01/0001,,OUD-HEVERLEE,Oud-Heverlee,O
24087,1/01/1923,31/12/1976,OUTGAARDEN,Outgaarden,N
24088,1/01/1830,31/12/1970,OVERHESPEN,Overhespen,N
24089,1/01/1830,31/12/1970,OVERWINDEN,Overwinden,N
24090,1/01/1830,31/12/1976,PELLENBERG,Pellenberg,N
24091,1/01/1912,31/12/1976,RANSBERG,Ransberg,N
24092,1/01/1830,31/12/1976,RILLAAR,Rillaar,N
24093,1/01/1830,31/12/1970,ROOSBEEK,Roosbeek,N
24094,1/01/0001,,ROTSELAAR,Rotselaar,O
24095,1/01/1830,31/12/1976,RUMMEN,Rummen,N
24096,1/01/1830,31/12/1970,RUMSDORP,Rumsdorp,N
24097,1/01/1830,31/12/1976,SCHAFFEN,Schaffen,N
24098,1/01/1830,31/12/1976,SCHERPENHEUVEL,Scherpenheuvel,N
24099,1/01/1830,31/12/1976,SINT-AGATHA-RODE,Sint-Agatha-Rode,N
24100,1/01/1830,31/12/1976,SINT-JORIS-WEERT,Sint-Joris-Weert,N
24101,1/01/1830,31/12/1976,SINT-JORIS-WINGE,Sint-Joris-Winge,N
24102,1/01/1830,31/12/1976,SINT-MARGRIETE-HOUTEM,Sint-Margriete-Houtem,N
24103,1/01/1830,31/12/1976,SINT-PIETERS-RODE,Sint-Pieters-Rode,N
24104,1/01/0001,,TERVUREN,Tervuren,O
24105,1/01/1830,31/12/1976,TESTELT,Testelt,N
24106,1/01/1830,31/12/1976,TIELT,Tielt (VLAAMS BRABANT),N
24107,1/01/0001,,TIENEN,Tienen,O
24108,1/01/1830,31/12/1976,TILDONK,Tildonk,N
24109,1/01/0001,,TREMELO,Tremelo,O
24110,1/01/1830,31/12/1976,VAALBEEK,Vaalbeek,N
24111,1/01/1830,31/12/1976,VELTEM-BEISEM,Veltem-Beisem,N
24112,1/01/1830,31/12/1964,VERTRIJK,Vertrijk,N
24113,1/01/1830,31/12/1970,VISSENAKEN,Vissenaken,N
24114,1/01/1830,31/12/1976,VOSSEM,Vossem,N
24115,1/01/1830,31/12/1976,WAANRODE,Waanrode,N
24116,1/01/1830,31/12/1964,WAASMONT,Waasmont,N
24117,1/01/1830,31/12/1964,WALSBETS,Walsbets,N
24118,1/01/1830,31/12/1976,WALSHOUTEM,Walshoutem,N
24119,1/01/1830,31/12/1970,WANGE,Wange,N
24120,1/01/1830,31/12/1971,WEBBEKOM,Webbekom,N
24121,1/01/1830,31/12/1976,WERCHTER,Werchter,N
24122,1/01/1830,31/12/1976,WESPELAAR,Wespelaar,N
24123,1/01/1830,31/12/1976,WEZEMAAL,Wezemaal,N
24124,1/01/1830,31/12/1964,WEZEREN,Wezeren,N
24125,1/01/1830,31/12/1964,WILLEBRINGEN,Willebringen,N
24126,1/01/1830,31/12/1976,WILSELE,Wilsele,N
24127,1/01/1830,31/12/1976,WINKSELE,Winksele,N
24128,1/01/1830,31/12/1976,WOMMERSOM,Wommersom,N
24129,1/01/1830,31/12/1976,ZICHEM,Zichem,N
24130,1/01/0001,,ZOUTLEEUW,Zoutleeuw,O
24133,1/01/0001,,LINTER,Linter,O
24134,1/01/0001,,SCHERPENHEUVEL-ZICHEM,Scherpenheuvel-Zichem,O
24135,1/01/0001,,TIELT-WINGE,Tielt-Winge,O
24137,1/01/0001,,GLABBEEK,Glabbeek,O
25001,1/01/1830,31/12/1976,ARCHENNES,Archennes,N
25002,1/01/1830,31/12/1976,AUTRE-EGLISE,Autre-Eglise,N
25003,1/01/1830,31/12/1976,BAISY-THY,Baisy-Thy,N
25004,1/01/1830,31/12/1976,BAULERS,Baulers,N
25005,1/01/0001,,BEAUVECHAIN,Beauvechain,O
25006,1/01/1830,31/12/1976,BIERGES,Bierges,N
25007,1/01/1830,31/12/1976,BIERGHES,Bierghes,N
25008,1/01/1830,31/12/1976,BIEZ,Biez,N
25009,1/01/1830,31/12/1970,BOMAL,Bomal (BRABANT WALLON),N
25010,1/01/1830,31/12/1976,BONLEZ,Bonlez,N
25011,1/01/1830,31/12/1976,BORNIVAL,Bornival,N
25012,1/01/1830,31/12/1976,BOSSUT-GOTTECHAIN,Bossut-Gottechain,N
25013,1/01/1830,31/12/1976,BOUSVAL,Bousval,N
25014,1/01/0001,,BRAINE-L'ALLEUD,Braine-l'Alleud,O
25015,1/01/0001,,BRAINE-LE-CHATEAU,Braine-le-Château,O
25016,1/01/1830,31/12/1976,CEROUX-MOUSTY,Céroux-Mousty,N
25017,1/01/1830,31/12/1976,CHASTRE-VILLEROUX-BLANMONT,Chastre-Villeroux-Blanmont,N
25018,1/01/0001,,CHAUMONT-GISTOUX,Chaumont-Gistoux,O
25019,1/01/1830,31/12/1976,CLABECQ,Clabecq,N
25020,1/01/1830,31/12/1976,CORBAIS,Corbais,N
25021,1/01/1830,31/12/1976,CORROY-LE-GRAND,Corroy-le-Grand,N
25022,1/01/1830,31/12/1976,CORTIL-NOIRMONT,Cortil-Noirmont,N
25023,1/01/0001,,COURT-SAINT-ETIENNE,Court-Saint-Etienne,O
25024,1/01/1830,31/12/1976,COUTURE-SAINT-GERMAIN,Couture-Saint-Germain,N
25025,1/01/1830,31/12/1970,DION-LE-MONT,Dion-le-Mont,N
25026,1/01/1830,31/12/1970,DION-LE-VAL,Dion-le-Val,N
25027,1/01/1830,31/12/1976,DONGELBERG,Dongelberg,N
25028,1/01/1830,31/12/1970,ENINES,Enines,N
25029,1/01/1830,31/12/1970,FOLX-LES-CAVES,Folx-les-Caves,N
25030,1/01/1830,31/12/1970,GEEST-GEROMPONT-PETIT-ROSIERE,Geest-Gérompont-Petit-Rosière,N
25031,1/01/0001,,GENAPPE,Genappe,O
25032,1/01/1830,31/12/1976,GENTINNES,Gentinnes,N
25033,1/01/1830,31/12/1976,GENVAL,Genval,N
25034,1/01/1830,31/12/1976,GLABAIS,Glabais,N
25035,1/01/1830,31/12/1976,GLIMES,Glimes,N
25036,1/01/1830,31/12/1976,GRAND-ROSIERE-HOTTOMONT,Grand-Rosière-Hottomont,N
25037,1/01/0001,,GREZ-DOICEAU,Grez-Doiceau,O
25038,1/01/1830,31/12/1976,HAMME-MILLE,Hamme-Mille,N
25039,1/01/1830,31/12/1976,HAUT-ITTRE,Haut-Ittre,N
25040,1/01/1830,31/12/1976,HEVILLERS,Hévillers,N
25041,1/01/1830,31/12/1976,HOUTAIN-LE-VAL,Houtain-le-Val,N
25042,1/01/1830,31/12/1976,HUPPAYE,Huppaye,N
25043,1/01/0001,,INCOURT,Incourt,O
25044,1/01/0001,,ITTRE,Ittre,O
25045,1/01/1830,31/12/1976,JANDRAIN-JANDRENOUILLE,Jandrain-Jandrenouille,N
25046,1/01/1830,31/12/1976,JAUCHE,Jauche,N
25047,1/01/1830,31/12/1976,JAUCHELETTE,Jauchelette,N
25048,1/01/0001,,JODOIGNE,Jodoigne,O
25049,1/01/1830,31/12/1976,JODOIGNE-SOUVERAINE,Jodoigne-Souveraine,N
25050,1/01/0001,,LA HULPE,La Hulpe,O
25051,1/01/1830,31/12/1976,LASNE-CHAPELLE-SAINT-LAMBERT,Lasne-Chapelle-Saint-Lambert,N
25052,1/01/1830,31/12/1976,LATHUY,Lathuy,N
25053,1/01/1830,31/12/1976,L'ECLUSE,L'Ecluse,N
25054,1/01/1830,31/12/1976,LILLOIS-WITTERZEE,Lillois-Witterzée,N
25055,1/01/1830,31/12/1976,LIMAL,Limal,N
25056,1/01/1830,31/12/1976,LIMELETTE,Limelette,N
25057,1/01/1894,31/12/1976,LINSMEAU,Linsmeau,N
25058,1/01/1830,31/12/1976,LONGUEVILLE,Longueville,N
25059,1/01/1830,31/12/1976,LOUPOIGNE,Loupoigne,N
25060,1/01/1830,31/12/1976,MALEVES-SAINTE-MARIE-WASTINES,Malèves-Sainte-Marie-Wastines,N
25061,1/01/1830,31/12/1976,MARANSART,Maransart,N
25062,1/01/1830,31/12/1976,MARBAIS,Marbais,N
25063,1/01/1830,31/12/1976,MARILLES,Marilles,N
25064,1/01/1830,31/12/1976,MELIN,Mélin,N
25065,1/01/1830,31/12/1976,MELLERY,Mellery,N
25066,1/01/1830,31/12/1976,MONSTREUX,Monstreux,N
25067,1/01/1830,31/12/1970,MONT-SAINT-ANDRE,Mont-Saint-André,N
25068,1/01/0001,,MONT-SAINT-GUIBERT,Mont-Saint-Guibert,O
25069,1/01/1830,31/12/1976,NEERHEYLISSEM,Neerheylissem,N
25070,1/01/1830,31/12/1976,NETHEN,Nethen,N
25071,1/01/1830,31/12/1976,NIL-SAINT-VINCENT-SAINT-MARTIN,Nil-Saint-Vincent-Saint-Martin,N
25072,1/01/0001,,NIVELLES,Nivelles,O
25073,1/01/1830,31/12/1976,NODEBAIS,Nodebais,N
25074,1/01/1830,31/12/1976,NODUWEZ,Noduwez,N
25075,1/01/1830,31/12/1976,NOVILLE-SUR-MEHAIGNE,Noville-sur-Méhaigne,N
25076,1/01/1830,31/12/1976,OHAIN,Ohain,N
25077,1/01/1830,31/12/1970,OISQUERCQ,Oisquercq,N
25078,1/01/1830,31/12/1976,OPHAIN-BOIS-SEIGNEUR-ISAAC,Ophain-Bois-Seigneur-Isaac,N
25079,1/01/1830,31/12/1976,OPHEYLISSEM,Opheylissem,N
25080,1/01/1830,31/12/1976,OPPREBAIS,Opprebais,N
25081,1/01/1830,31/12/1976,ORBAIS,Orbais,N
25082,1/01/1830,31/12/1976,ORP-LE-GRAND,Orp-le-Grand,N
25083,1/01/1830,31/12/1976,OTTIGNIES,Ottignies,N
25084,1/01/0001,,PERWEZ,Perwez (BRABANT WALLON),O
25085,1/01/1830,31/12/1976,PIETRAIN,Piétrain,N
25086,1/01/1830,31/12/1976,PIETREBAIS,Piétrebais,N
25087,1/01/1830,31/12/1976,PLANCENOIT,Plancenoit,N
25088,1/01/1830,31/12/1976,QUENAST,Quenast,N
25089,1/01/1830,31/12/1976,RAMILLIES-OFFUS,Ramillies-Offus,N
25090,1/01/1830,31/12/1976,REBECQ-ROGNON,Rebecq-Rognon,N
25091,1/01/0001,,RIXENSART,Rixensart,O
25092,1/01/1830,31/12/1976,ROSIERES,Rosières,N
25093,1/01/1830,31/12/1976,ROUX-MIROIR,Roux-Miroir,N
25094,1/01/1830,31/12/1976,SAINT-GERY,Saint-Géry,N
25095,1/01/1830,31/12/1976,SAINT-JEAN-GEEST,Saint-Jean-Geest,N
25096,1/01/1830,31/12/1976,SAINT-REMY-GEEST,Saint-Remy-Geest,N
25097,1/01/1830,31/12/1976,SAINTES,Saintes,N
25098,1/01/1830,31/12/1976,SART-DAMES-AVELINES,Sart-Dames-Avelines,N
25099,1/01/1830,31/12/1976,THINES,Thines,N
25100,1/01/1830,31/12/1976,THOREMBAIS-LES-BEGUINES,Thorembais-les-Béguines,N
25101,1/01/1830,31/12/1976,THOREMBAIS-SAINT-TROND,Thorembais-Saint-Trond,N
25102,1/01/1830,31/12/1976,TILLY,Tilly,N
25103,1/01/1830,31/12/1976,TOURINNES-LA-GROSSE,Tourinnes-la-Grosse,N
25104,1/01/1830,31/12/1976,TOURINNES-SAINT-LAMBERT,Tourinnes-Saint-Lambert,N
25105,1/01/0001,,TUBIZE,Tubize,O
25106,1/01/1830,31/12/1976,VIEUX-GENAPPE,Vieux-Genappe,N
25107,1/01/0001,,VILLERS-LA-VILLE,Villers-la-Ville,O
25108,1/01/1830,31/12/1976,VIRGINAL-SAMME,Virginal-Samme,N
25109,1/01/1830,31/12/1976,WALHAIN-SAINT-PAUL,Walhain-Saint-Paul,N
25110,1/01/0001,,WATERLOO,Waterloo,O
25111,1/01/1830,31/12/1976,WAUTHIER-BRAINE,Wauthier-Braine,N
25112,1/01/0001,,WAVRE,Wavre,O
25113,1/01/1830,31/12/1976,WAYS,Ways,N
25114,1/01/1830,31/12/1976,ZETRUD-LUMAY,Zétrud-Lumay,N
25117,1/01/0001,,CHASTRE,Chastre,O
25118,1/01/0001,,HELECINE,Hélécine,O
25119,1/01/0001,,LASNE,Lasne,O
25120,1/01/0001,,ORP-JAUCHE,Orp-Jauche,O
25121,1/01/0001,,OTTIGNIES-LOUVAIN-LA-NEUVE,Ottignies-Louvain-la-Neuve,O
25122,1/01/0001,,RAMILLIES,Ramillies,O
25123,1/01/0001,,REBECQ,Rebecq,O
25124,1/01/0001,,WALHAIN,Walhain,O
31001,1/01/1830,31/12/1976,AARTRIJKE,Aartrijke,N
31002,1/01/1830,31/12/1970,ASSEBROEK,Assebroek,N
31003,1/01/0001,31/03/2014,BEERNEM,Beernem,N
31003,1/04/2014,,BEERNEM,Beernem,O
31004,1/01/0001,31/03/2014,BLANKENBERGE,Blankenberge,N
31004,1/04/2014,,BLANKENBERGE,Blankenberge,O
31005,1/01/0001,31/03/2014,BRUGGE,Brugge,N
31005,1/04/2014,,BRUGGE,Brugge,O
31006,1/01/0001,31/03/2014,DAMME,Damme,N
31006,1/04/2014,,DAMME,Damme,O
31007,1/01/1830,31/12/1970,DUDZELE,Dudzele,N
31008,1/01/1830,31/12/1970,HEIST,Heist,N
31009,1/01/1920,31/12/1976,HERTSBERGE,Hertsberge,N
31010,1/01/1830,31/12/1970,HOEKE,Hoeke,N
31011,1/01/1830,31/12/1976,HOUTAVE,Houtave,N
31012,1/01/0001,31/03/2014,JABBEKE,Jabbeke,N
31012,1/04/2014,,JABBEKE,Jabbeke,O
31013,1/01/1830,31/12/1970,KNOKKE,Knokke,N
31014,1/01/1830,31/12/1970,KOOLKERKE,Koolkerke,N
31015,1/01/1830,31/12/1970,LAPSCHEURE,Lapscheure,N
31016,1/01/1830,31/12/1970,LISSEWEGE,Lissewege,N
31017,1/01/1830,31/12/1976,LOPPEM,Loppem,N
31018,1/01/1830,31/12/1976,MEETKERKE,Meetkerke,N
31019,1/01/1830,31/12/1976,MOERKERKE,Moerkerke,N
31020,1/01/1830,31/12/1976,NIEUWMUNSTER,Nieuwmunster,N
31021,1/01/1830,31/12/1976,OEDELEM,Oedelem,N
31022,1/01/0001,31/03/2014,OOSTKAMP,Oostkamp,N
31022,1/04/2014,,OOSTKAMP,Oostkamp,O
31023,1/01/1830,31/12/1976,OOSTKERKE,Oostkerke (BRUGGE),N
31024,1/01/1830,31/12/1970,RAMSKAPELLE,Ramskapelle (BRUGGE),N
31025,1/01/1830,31/12/1976,RUDDERVOORDE,Ruddervoorde,N
31026,1/01/1830,31/12/1976,SIJSELE,Sijsele,N
31027,1/01/1830,31/12/1970,SINT-ANDRIES,Sint-Andries,N
31028,1/01/1830,31/12/1976,SINT-JORIS,Sint-Joris (BRUGGE),N
31029,1/01/1830,31/12/1970,SINT-KRUIS,Sint-Kruis,N
31030,1/01/1830,31/12/1970,SINT-MICHIELS,Sint-Michiels,N
31031,1/01/1830,31/12/1976,SNELLEGEM,Snellegem,N
31032,1/01/1830,31/12/1976,STALHILLE,Stalhille,N
31033,1/01/0001,31/03/2014,TORHOUT,Torhout,N
31033,1/04/2014,,TORHOUT,Torhout,O
31034,1/01/1830,31/12/1970,UITKERKE,Uitkerke,N
31035,1/01/1830,31/12/1976,VARSENARE,Varsenare,N
31036,1/01/1919,31/12/1976,VELDEGEM,Veldegem,N
31037,1/01/1830,31/12/1976,WAARDAMME,Waardamme,N
31038,1/01/1830,31/12/1976,WENDUINE,Wenduine,N
31039,1/01/1830,31/12/1970,WESTKAPELLE,Westkapelle,N
31040,1/01/0001,31/03/2014,ZEDELGEM,Zedelgem,N
31040,1/04/2014,,ZEDELGEM,Zedelgem,O
31041,1/01/1830,31/12/1976,ZERKEGEM,Zerkegem,N
31042,1/01/0001,31/03/2014,ZUIENKERKE,Zuienkerke,N
31042,1/04/2014,,ZUIENKERKE,Zuienkerke,O
31043,1/01/0001,31/03/2014,KNOKKE-HEIST,Knokke-Heist,N
31043,1/04/2014,,KNOKKE-HEIST,Knokke-Heist,O
31205,1/01/0001,31/03/2014,BRUGGE (DISTRICT 2),Brugge (district 2),N
31205,1/04/2014,,BRUGGE (DISTRICT 2),Brugge (district 2),O
32001,1/01/1830,31/12/1976,BEERST,Beerst,N
32002,1/01/1830,31/12/1970,BOVEKERKE,Bovekerke,N
32003,1/01/0001,31/03/2014,DIKSMUIDE,Diksmuide,N
32003,1/04/2014,,DIKSMUIDE,Diksmuide,O
32004,1/01/1830,31/12/1964,ESEN,Esen,N
32005,1/01/1830,31/12/1976,HANDZAME,Handzame,N
32006,1/01/0001,31/03/2014,HOUTHULST,Houthulst,N
32006,1/04/2014,,HOUTHULST,Houthulst,O
32007,1/01/1830,31/12/1964,KAASKERKE,Kaaskerke,N
32008,1/01/1830,31/12/1970,KEIEM,Keiem,N
32009,1/01/1830,31/12/1976,KLERKEN,Klerken,N
32010,1/01/0001,31/03/2014,KOEKELARE,Koekelare,N
32010,1/04/2014,,KOEKELARE,Koekelare,O
32011,1/01/0001,31/03/2014,KORTEMARK,Kortemark,N
32011,1/04/2014,,KORTEMARK,Kortemark,O
32012,1/01/1830,31/12/1970,LAMPERNISSE,Lampernisse,N
32013,1/01/1830,31/12/1976,LEKE,Leke,N
32014,1/01/1830,31/12/1976,LO,Lo,N
32015,1/01/1830,31/12/1976,MERKEM,Merkem,N
32016,1/01/1830,31/12/1970,NIEUWKAPELLE,Nieuwkapelle,N
32017,1/01/1830,31/12/1970,NOORDSCHOTE,Noordschote,N
32018,1/01/1830,31/12/1970,OOSTKERKE,Oostkerke (DIKSMUIDE),N
32019,1/01/1830,31/12/1970,OUDEKAPELLE,Oudekapelle,N
32020,1/01/1830,31/12/1970,POLLINKHOVE,Pollinkhove,N
32021,1/01/1830,31/12/1976,RENINGE,Reninge,N
32022,1/01/1830,31/12/1970,SINT-JACOBS-KAPELLE,Sint-Jacobs-Kapelle,N
32023,1/01/1830,31/12/1970,STUIVEKENSKERKE,Stuivekenskerke,N
32024,1/01/1830,31/12/1976,VLADSLO,Vladslo,N
32025,1/01/1830,31/12/1970,WERKEN,Werken,N
32026,1/01/1830,31/12/1976,WOUMEN,Woumen,N
32027,1/01/1830,31/12/1970,ZARREN,Zarren,N
32030,1/01/0001,31/03/2014,LO-RENINGE,Lo-Reninge,N
32030,1/04/2014,,LO-RENINGE,Lo-Reninge,O
33001,1/01/1830,31/12/1976,BESELARE,Beselare,N
33002,1/01/1830,31/12/1970,BIKSCHOTE,Bikschote,N
33003,1/01/1830,31/12/1976,BOEZINGE,Boezinge,N
33004,1/01/1830,31/12/1970,BRIELEN,Brielen,N
33005,1/01/1830,31/12/1976,DIKKEBUS,Dikkebus,N
33006,1/01/1830,31/12/1976,DRANOUTER,Dranouter,N
33007,1/01/1830,31/12/1976,ELVERDINGE,Elverdinge,N
33008,1/01/1830,31/12/1976,GELUVELD,Geluveld,N
33009,1/01/1830,31/12/1976,GELUWE,Geluwe,N
33010,1/01/1830,31/12/1970,HOLLEBEKE,Hollebeke,N
33011,1/01/0001,31/03/2014,IEPER,Ieper,N
33011,1/04/2014,,IEPER,Ieper,O
33012,1/01/1830,31/12/1976,KEMMEL,Kemmel,N
33013,1/01/1830,31/12/1970,KROMBEKE,Krombeke,N
33014,1/01/1830,31/12/1976,LANGEMARK,Langemark,N
33015,1/01/1830,31/12/1976,LOKER,Loker,N
33016,1/01/0001,31/03/2014,MESSINES,Messines,N
33016,1/04/2014,,MESSINES,Messines,O
33017,1/01/1830,31/12/1976,NIEUWKERKE,Nieuwkerke,N
33018,1/01/1830,31/12/1976,OOSTVLETEREN,Oostvleteren,N
33019,1/01/1830,31/12/1976,PASSENDALE,Passendale,N
33020,1/01/1904,31/12/1976,POELKAPELLE,Poelkapelle,N
33021,1/01/0001,31/03/2014,POPERINGE,Poperinge,N
33021,1/04/2014,,POPERINGE,Poperinge,O
33022,1/01/1830,31/12/1976,PROVEN,Proven,N
33023,1/01/1830,31/12/1976,RENINGELST,Reningelst,N
33024,1/01/1830,31/12/1976,ROESBRUGGE-HARINGE,Roesbrugge-Haringe,N
33025,1/01/1830,31/12/1970,SINT-JAN,Sint-Jan,N
33026,1/01/1830,31/12/1976,VLAMERTINGE,Vlamertinge,N
33027,1/01/1830,31/12/1970,VOORMEZELE,Voormezele,N
33028,1/01/1830,31/12/1976,WATOU,Watou,N
33029,1/01/0001,31/03/2014,WERVIK,Wervik,N
33029,1/04/2014,,WERVIK,Wervik,O
33030,1/01/1830,31/12/1976,WESTOUTER,Westouter,N
33031,1/01/1830,31/12/1976,WESTVLETEREN,Westvleteren,N
33032,1/01/1830,31/12/1976,WIJTSCHATE,Wijtschate,N
33033,1/01/1830,31/12/1976,WOESTEN,Woesten,N
33034,1/01/1830,31/12/1976,WULVERGEM,Wulvergem,N
33035,1/01/1830,31/12/1970,ZANDVOORDE,Zandvoorde (IEPER),N
33036,1/01/1830,31/12/1976,ZILLEBEKE,Zillebeke,N
33037,1/01/0001,31/03/2014,ZONNEBEKE,Zonnebeke,N
33037,1/04/2014,,ZONNEBEKE,Zonnebeke,O
33038,1/01/1830,31/12/1970,ZUIDSCHOTE,Zuidschote,N
33039,1/01/0001,31/03/2014,HEUVELLAND,Heuvelland,N
33039,1/04/2014,,HEUVELLAND,Heuvelland,O
33040,1/01/0001,31/03/2014,LANGEMARK-POELKAPELLE,Langemark-Poelkapelle,N
33040,1/04/2014,,LANGEMARK-POELKAPELLE,Langemark-Poelkapelle,O
33041,1/01/0001,31/03/2014,VLETEREN,Vleteren,N
33041,1/04/2014,,VLETEREN,Vleteren,O
34001,1/01/1830,31/12/1976,AALBEKE,Aalbeke,N
34002,1/01/0001,31/03/2014,ANZEGEM,Anzegem,N
34002,1/04/2014,,ANZEGEM,Anzegem,O
34003,1/01/0001,31/03/2014,AVELGEM,Avelgem,N
34003,1/04/2014,,AVELGEM,Avelgem,O
34004,1/01/1830,31/12/1976,BAVIKHOVE,Bavikhove,N
34005,1/01/1830,31/12/1976,BELLEGEM,Bellegem,N
34006,1/01/1830,31/12/1976,BEVEREN,Beveren (KORTRIJK),N
34007,1/01/1830,31/12/1976,BISSEGEM,Bissegem,N
34008,1/01/1830,31/12/1976,BOSSUIT,Bossuit,N
34009,1/01/0001,31/03/2014,DEERLIJK,Deerlijk,N
34009,1/04/2014,,DEERLIJK,Deerlijk,O
34010,1/01/1830,31/12/1976,DESSELGEM,Desselgem,N
34011,1/01/1830,31/12/1970,GIJZELBRECHTEGEM,Gijzelbrechtegem,N
34012,1/01/1830,31/12/1976,GULLEGEM,Gullegem,N
34013,1/01/0001,31/03/2014,HARELBEKE,Harelbeke,N
34013,1/04/2014,,HARELBEKE,Harelbeke,O
34014,1/01/1830,31/12/1976,HEESTERT,Heestert,N
34015,1/01/1830,31/12/1976,HELKIJN,Helkijn,N
34016,1/01/1830,31/12/1976,HEULE,Heule,N
34017,1/01/1830,31/12/1976,HULSTE,Hulste,N
34018,1/01/1830,31/12/1976,INGOOIGEM,Ingooigem,N
34019,1/01/1830,31/12/1976,KASTER,Kaster,N
34020,1/01/1830,31/12/1976,KERKHOVE,Kerkhove,N
34021,1/01/1830,31/12/1976,KOOIGEM,Kooigem,N
34022,1/01/0001,31/03/2014,KORTRIJK,Kortrijk,N
34022,1/04/2014,,KORTRIJK,Kortrijk,O
34023,1/01/0001,31/03/2014,KUURNE,Kuurne,N
34023,1/04/2014,,KUURNE,Kuurne,O
34024,1/01/1830,31/12/1976,LAUWE,Lauwe,N
34025,1/01/0001,31/03/2014,LENDELEDE,Lendelede,N
34025,1/04/2014,,LENDELEDE,Lendelede,O
34026,1/01/1830,31/12/1976,MARKE,Marke,N
34027,1/01/0001,31/03/2014,MENEN,Menen,N
34027,1/04/2014,,MENEN,Menen,O
34028,1/01/1830,31/12/1976,MOEN,Moen,N
34029,1/01/1830,31/12/1976,MOORSELE,Moorsele,N
34030,1/01/1830,31/12/1976,OTEGEM,Otegem,N
34031,1/01/1830,31/12/1976,OUTRIJVE,Outrijve,N
34032,1/01/1830,31/12/1976,REKKEM,Rekkem,N
34033,1/01/1830,31/12/1976,ROLLEGEM,Rollegem,N
34034,1/01/1830,31/12/1976,SINT-DENIJS,Sint-Denijs,N
34035,1/01/1830,31/12/1976,SINT-ELOOIS-VIJVE,Sint-Eloois-Vijve,N
34036,1/01/1830,31/12/1976,SPIERE,Spiere,N
34037,1/01/1830,31/12/1976,TIEGEM,Tiegem,N
34038,1/01/1830,31/12/1976,VICHTE,Vichte,N
34039,1/01/1830,31/12/1976,WAARMAARDE,Waarmaarde,N
34040,1/01/0001,31/03/2014,WAREGEM,Waregem,N
34040,1/04/2014,,WAREGEM,Waregem,O
34041,1/01/0001,31/03/2014,WEVELGEM,Wevelgem,N
34041,1/04/2014,,WEVELGEM,Wevelgem,O
34042,1/01/0001,31/03/2014,ZWEVEGEM,Zwevegem,N
34042,1/04/2014,,ZWEVEGEM,Zwevegem,O
34043,1/01/0001,31/03/2014,ESPIERRES-HELCHIN,Espierres-Helchin,N
34043,1/04/2014,,ESPIERRES-HELCHIN,Espierres-Helchin,O
35001,1/01/1830,31/12/1976,BEKEGEM,Bekegem,N
