code_ins,date_debut,date_fin,nom_officiel_rn,nom_unique_etnic,actif
45031,1/01/1830,31/12/1976,NOKERE,Nokere,N
45032,1/01/1830,31/12/1976,NUKERKE,Nukerke,N
45033,1/01/1830,31/12/1976,OOIKE,Ooike,N
45034,1/01/1830,31/12/1970,OPBRAKEL,Opbrakel,N
45035,1/01/0001,31/03/2014,OUDENAARDE,Oudenaarde,N
45035,1/04/2014,,OUDENAARDE,Oudenaarde,O
45036,1/01/1830,31/12/1976,OUWEGEM,Ouwegem,N
45037,1/01/1830,31/12/1976,PARIKE,Parike,N
45038,1/01/1830,31/12/1970,PAULATEM,Paulatem,N
45039,1/01/1830,31/12/1970,PETEGEM-AAN-DE-SCHELDE,Petegem-aan-de-Schelde,N
45040,1/01/1830,31/12/1970,ROBORST,Roborst,N
45041,1/01/0001,31/03/2014,RENAIX,Renaix,N
45041,1/04/2014,,RENAIX,Renaix,O
45042,1/01/1830,31/12/1970,ROZEBEKE,Rozebeke,N
45043,1/01/1830,31/12/1970,RUIEN,Ruien,N
45044,1/01/1830,31/12/1976,SCHORISSE,Schorisse,N
45045,1/01/1830,31/12/1970,SINT-BLASIUS-BOEKEL,Sint-Blasius-Boekel,N
45046,1/01/1830,31/12/1970,SINT-DENIJS-BOEKEL,Sint-Denijs-Boekel,N
45047,1/01/1830,31/12/1976,SINT-KORNELIS-HOREBEKE,Sint-Kornelis-Horebeke,N
45048,1/01/1830,31/12/1976,SINT-MARIA-HOREBEKE,Sint-Maria-Horebeke,N
45049,1/01/1830,31/12/1970,SINT-MARIA-LATEM,Sint-Maria-Latem,N
45050,1/01/1830,31/12/1976,SINT-MARIA-LIERDE,Sint-Maria-Lierde,N
45051,1/01/1830,31/12/1976,SINT-MARTENS-LIERDE,Sint-Martens-Lierde,N
45052,1/01/1830,31/12/1964,VOLKEGEM,Volkegem,N
45053,1/01/1830,31/12/1976,WANNEGEM-LEDE,Wannegem-Lede,N
45054,1/01/1830,31/12/1970,WELDEN,Welden,N
45055,1/01/1830,31/12/1970,WORTEGEM,Wortegem,N
45056,1/01/1830,31/12/1970,ZEGELSEM,Zegelsem,N
45057,1/01/0001,31/03/2014,ZINGEM,Zingem,N
45057,1/04/2014,31/12/2018,ZINGEM,Zingem,N
45058,1/01/1830,31/12/1970,ZULZEKE,Zulzeke,N
45059,1/01/0001,31/03/2014,BRAKEL,Brakel,N
45059,1/04/2014,,BRAKEL,Brakel,O
45060,1/01/0001,31/03/2014,KLUISBERGEN,Kluisbergen,N
45060,1/04/2014,,KLUISBERGEN,Kluisbergen,O
45061,1/01/0001,31/03/2014,WORTEGEM-PETEGEM,Wortegem-Petegem,N
45061,1/04/2014,,WORTEGEM-PETEGEM,Wortegem-Petegem,O
45062,1/01/0001,31/03/2014,HOREBEKE,Horebeke,N
45062,1/04/2014,,HOREBEKE,Horebeke,O
45063,1/01/0001,31/03/2014,LIERDE,Lierde,N
45063,1/04/2014,,LIERDE,Lierde,O
45064,1/01/0001,31/03/2014,MAARKEDAL,Maarkedal,N
45064,1/04/2014,,MAARKEDAL,Maarkedal,O
45065,1/01/0001,31/03/2014,ZWALM,Zwalm,N
45065,1/04/2014,,ZWALM,Zwalm,O
45068,1/01/2019,,KRUISEM,Kruisem,O
46001,1/01/1830,31/12/1976,BAZEL,Bazel,N
46002,1/01/1830,31/12/1976,BELSELE,Belsele,N
46003,1/01/0001,31/03/2014,BEVEREN,Beveren (SINT-NIKLAAS),N
46003,1/04/2014,,BEVEREN,Beveren (SINT-NIKLAAS),O
46004,1/01/1830,31/12/1976,DAKNAM,Daknam,N
46005,1/01/1830,31/12/1976,DE KLINGE,De Klinge,N
46006,1/01/1830,31/12/1976,DOEL,Doel,N
46007,1/01/1830,31/12/1976,EKSAARDE,Eksaarde,N
46008,1/01/1830,31/12/1976,ELVERSELE,Elversele,N
46009,1/01/1830,31/12/1976,HAASDONK,Haasdonk,N
46010,1/01/1830,31/12/1976,KALLO,Kallo,N
46011,1/01/1830,31/12/1976,KEMZEKE,Kemzeke,N
46012,1/01/1830,31/12/1976,KIELDRECHT,Kieldrecht,N
46013,1/01/0001,31/03/2014,KRUIBEKE,Kruibeke,N
46013,1/04/2014,,KRUIBEKE,Kruibeke,O
46014,1/01/0001,31/03/2014,LOKEREN,Lokeren,N
46014,1/04/2014,,LOKEREN,Lokeren,O
46015,1/01/1845,31/12/1976,MEERDONK,Meerdonk,N
46016,1/01/1830,31/12/1976,MELSELE,Melsele,N
46017,1/01/1830,31/12/1976,NIEUWKERKEN-WAAS,Nieuwkerken-Waas,N
46018,1/01/1830,31/12/1976,RUPELMONDE,Rupelmonde,N
46019,1/01/1830,31/12/1976,SINAAI,Sinaai,N
46020,1/01/0001,31/03/2014,SINT-GILLIS-WAAS,Sint-Gillis-Waas,N
46020,1/04/2014,,SINT-GILLIS-WAAS,Sint-Gillis-Waas,O
46021,1/01/0001,31/03/2014,SINT-NIKLAAS,Sint-Niklaas,N
46021,1/04/2014,,SINT-NIKLAAS,Sint-Niklaas,O
46022,1/01/1830,31/12/1976,SINT-PAUWELS,Sint-Pauwels,N
46023,1/01/1881,31/12/1976,STEENDORP,Steendorp,N
46024,1/01/0001,31/03/2014,STEKENE,Stekene,N
46024,1/04/2014,,STEKENE,Stekene,O
46025,1/01/0001,31/03/2014,TEMSE,Temse,N
46025,1/04/2014,,TEMSE,Temse,O
46026,1/01/1830,31/12/1976,TIELRODE,Tielrode,N
46027,1/01/1830,31/12/1976,VERREBROEK,Verrebroek,N
46028,1/01/1830,31/12/1976,VRASENE,Vrasene,N
51001,1/01/1830,31/12/1976,ANVAING,Anvaing,N
51002,1/01/1830,31/12/1976,ARBRE,Arbre (HAINAUT),N
51003,1/01/1830,31/12/1970,ARC-AINIERES,Arc-Ainières,N
51004,1/01/0001,31/03/2014,ATH,Ath,N
51004,1/04/2014,,ATH,Ath,O
51005,1/01/1830,31/12/1976,ATTRE,Attre,N
51006,1/01/1830,31/12/1976,AUBECHIES,Aubechies,N
51007,1/01/1830,31/12/1976,BASECLES,Basècles,N
51008,1/01/0001,31/03/2014,BELOEIL,Beloeil,N
51008,1/04/2014,,BELOEIL,Beloeil,O
51009,1/01/0001,31/03/2014,BERNISSART,Bernissart,N
51009,1/04/2014,,BERNISSART,Bernissart,O
51010,1/01/1830,31/12/1976,BLICQUY,Blicquy,N
51011,1/01/1830,31/12/1976,BOUVIGNIES,Bouvignies,N
51012,1/01/0001,31/03/2014,BRUGELETTE,Brugelette,N
51012,1/04/2014,,BRUGELETTE,Brugelette,O
51013,1/01/1830,31/12/1976,BUISSENAL,Buissenal,N
51014,1/01/0001,31/03/2014,CHIEVRES,Chièvres,N
51014,1/04/2014,,CHIEVRES,Chièvres,O
51015,1/01/1830,31/12/1976,CORDES,Cordes,N
51016,1/01/1830,31/12/1976,DERGNEAU,Dergneau,N
51017,1/01/0001,31/03/2014,ELLEZELLES,Ellezelles,N
51017,1/04/2014,,ELLEZELLES,Ellezelles,O
51018,1/01/1830,31/12/1976,ELLIGNIES-SAINTE-ANNE,Ellignies-Sainte-Anne,N
51019,1/01/0001,31/03/2014,FLOBECQ,Flobecq,N
51019,1/04/2014,,FLOBECQ,Flobecq,O
51020,1/01/1830,31/12/1976,FOREST,Forest (HAINAUT),N
51021,1/01/1830,31/12/1976,FOULENG,Fouleng,N
51022,1/01/1830,31/12/1976,FRASNES-LEZ-BUISSENAL,Frasnes-lez-Buissenal,N
51023,1/01/1830,31/12/1976,GAGES,Gages,N
51024,1/01/1830,31/12/1976,GHISLENGHIEN,Ghislenghien,N
51025,1/01/1830,31/12/1976,GIBECQ,Gibecq,N
51026,1/01/1830,31/12/1976,GONDREGNIES,Gondregnies,N
51027,1/01/1830,31/12/1964,GRANDGLISE,Grandglise,N
51028,1/01/1830,31/12/1976,GROSAGE,Grosage,N
51029,1/01/1830,31/12/1976,HACQUEGNIES,Hacquegnies,N
51030,1/01/1830,31/12/1964,HARCHIES,Harchies,N
51031,1/01/1830,31/12/1976,HELLEBECQ,Hellebecq,N
51032,1/01/1830,31/12/1976,HERQUEGIES,Herquegies,N
51033,1/01/1830,31/12/1976,HOUTAING,Houtaing,N
51034,1/01/1830,31/12/1976,HUISSIGNIES,Huissignies,N
51035,1/01/1830,31/12/1976,IRCHONWELZ,Irchonwelz,N
51036,1/01/1830,31/12/1976,ISIERES,Isières,N
51037,1/01/1830,31/12/1976,LADEUZE,Ladeuze,N
51038,1/01/1830,31/12/1976,LAHAMAIDE,Lahamaide,N
51039,1/01/1830,31/12/1976,LANQUESAINT,Lanquesaint,N
51040,1/01/1830,31/12/1976,MAFFLE,Maffle,N
51041,1/01/1830,31/12/1976,MAINVAULT,Mainvault,N
51042,1/01/1830,31/12/1976,MESLIN-L'EVEQUE,Meslin-l'Evêque,N
51043,1/01/1830,31/12/1976,MEVERGNIES-LEZ-LENS,Mévergnies-lez-Lens,N
51044,1/01/1830,31/12/1976,MOULBAIX,Moulbaix,N
51045,1/01/1830,31/12/1976,MOUSTIER,Moustier (HAINAUT),N
51046,1/01/1830,31/12/1976,OEUDEGHIEN,Oeudeghien,N
51047,1/01/1830,31/12/1976,ORMEIGNIES,Ormeignies,N
51048,1/01/1830,31/12/1976,OSTICHES,Ostiches,N
51049,1/01/1830,31/12/1976,POMMEROEUL,Pommeroeul,N
51050,1/01/1830,31/12/1976,QUEVAUCAMPS,Quevaucamps,N
51051,1/01/1830,31/12/1976,RAMEGNIES,Ramegnies,N
51052,1/01/1830,31/12/1976,REBAIX,Rebaix,N
51053,1/01/1830,31/12/1976,SAINT-SAUVEUR,Saint-Sauveur,N
51054,1/01/1830,31/12/1976,STAMBRUGES,Stambruges,N
51055,1/01/1830,31/12/1976,THUMAIDE,Thumaide,N
51056,1/01/1830,31/12/1976,TONGRE-NOTRE-DAME,Tongre-Notre-Dame,N
51057,1/01/1830,31/12/1970,TONGRE-SAINT-MARTIN,Tongre-Saint-Martin,N
51058,1/01/1830,31/12/1976,TOURPES,Tourpes,N
51059,1/01/1830,31/12/1964,VILLE-POMMEROEUL,Ville-Pommeroeul,N
51060,1/01/1830,31/12/1976,VILLERS-NOTRE-DAME,Villers-Notre-Dame,N
51061,1/01/1830,31/12/1976,VILLERS-SAINT-AMAND,Villers-Saint-Amand,N
51062,1/01/1830,31/12/1976,WADELINCOURT,Wadelincourt,N
51063,1/01/1830,31/12/1976,WODECQ,Wodecq,N
51065,1/01/0001,31/03/2014,FRASNES-LEZ-ANVAING,Frasnes-lez-Anvaing,N
51065,1/04/2014,,FRASNES-LEZ-ANVAING,Frasnes-lez-Anvaing,O
51066,1/01/1830,31/12/1931,ELLIGNIES-LEZ-FRASNES,Ellignies-lez-Frasnes,N
51067,1/01/2019,,ENGHIEN,Enghien,O
51068,1/01/2019,,SILLY,Silly,O
51069,1/01/2019,,LESSINES,Lessines,O
52001,1/01/1830,31/12/1976,ACOZ,Acoz,N
52002,1/01/1830,31/12/1976,AISEAU,Aiseau,N
52003,1/01/1830,31/12/1976,ARQUENNES,Arquennes,N
52004,1/01/1830,31/12/1970,BELLECOURT,Bellecourt,N
52005,1/01/1830,31/12/1976,BOIGNEE,Boignée,N
52006,1/01/1830,31/12/1976,BOIS-D'HAINE,Bois-d'Haine,N
52007,1/01/1830,31/12/1976,BOUFFIOULX,Bouffioulx,N
52008,1/01/1830,31/12/1976,BRYE,Brye,N
52009,1/01/1830,31/12/1976,BUZET,Buzet,N
52010,1/01/0001,31/03/2014,CHAPELLE-LEZ-HERLAIMONT,Chapelle-lez-Herlaimont,N
52010,1/04/2014,,CHAPELLE-LEZ-HERLAIMONT,Chapelle-lez-Herlaimont,O
52011,1/01/0001,31/03/2014,CHARLEROI,Charleroi,N
52011,1/04/2014,,CHARLEROI,Charleroi,O
52012,1/01/0001,31/03/2014,CHATELET,Châtelet,N
52012,1/04/2014,,CHATELET,Châtelet,O
52013,1/01/1830,31/12/1976,CHATELINEAU,Châtelineau,N
52014,1/01/1830,31/12/1976,COUILLET,Couillet,N
52015,1/01/0001,31/03/2014,COURCELLES,Courcelles,N
52015,1/04/2014,,COURCELLES,Courcelles,O
52016,1/01/1830,31/12/1976,DAMPREMY,Dampremy,N
52017,1/01/1830,31/12/1976,FAMILLEUREUX,Familleureux,N
52018,1/01/0001,31/03/2014,FARCIENNES,Farciennes,N
52018,1/04/2014,,FARCIENNES,Farciennes,O
52019,1/01/1830,31/12/1976,FAYT-LEZ-MANAGE,Fayt-lez-Manage,N
52020,1/01/1830,31/12/1976,FELUY,Feluy,N
52021,1/01/0001,31/03/2014,FLEURUS,Fleurus,N
52021,1/04/2014,,FLEURUS,Fleurus,O
52022,1/01/0001,31/03/2014,FONTAINE-L'EVEQUE,Fontaine-l'Evêque,N
52022,1/04/2014,,FONTAINE-L'EVEQUE,Fontaine-l'Evêque,O
52023,1/01/1830,31/12/1976,FORCHIES-LA-MARCHE,Forchies-la-Marche,N
52024,1/01/1830,31/12/1976,FRASNES-LEZ-GOSSELIES,Frasnes-lez-Gosselies,N
52025,1/01/0001,31/03/2014,GERPINNES,Gerpinnes,N
52025,1/04/2014,,GERPINNES,Gerpinnes,O
52026,1/01/1830,31/12/1976,GILLY,Gilly,N
52027,1/01/1866,31/12/1976,GODARVILLE,Godarville,N
52028,1/01/1830,31/12/1976,GOSSELIES,Gosselies,N
52029,1/01/1830,31/12/1976,GOUGNIES,Gougnies,N
52030,1/01/1896,31/12/1976,GOUTROUX,Goutroux,N
52031,1/01/1830,31/12/1976,GOUY-LEZ-PIETON,Gouy-lez-Piéton,N
52032,1/01/1830,31/12/1976,HEPPIGNIES,Heppignies,N
52033,1/01/1830,31/12/1976,JONCRET,Joncret,N
52034,1/01/1830,31/12/1976,JUMET,Jumet,N
52035,1/01/1830,31/12/1976,LA HESTRE,La Hestre,N
52036,1/01/1830,31/12/1976,LAMBUSART,Lambusart,N
52037,1/01/1830,31/12/1976,LANDELIES,Landelies,N
52038,1/01/1830,31/12/1976,LEERNES,Leernes,N
52039,1/01/1830,31/12/1964,LIBERCHIES,Liberchies,N
52040,1/01/1830,31/12/1976,LODELINSART,Lodelinsart,N
52041,1/01/1830,31/12/1976,LOVERVAL,Loverval,N
52042,1/01/1841,31/12/1976,LUTTRE,Luttre,N
52043,1/01/0001,31/03/2014,MANAGE,Manage,N
52043,1/04/2014,31/12/2018,MANAGE,Manage,N
52044,1/01/1830,31/12/1976,MARCHIENNE-AU-PONT,Marchienne-au-Pont,N
52045,1/01/1830,31/12/1976,MARCINELLE,Marcinelle,N
52046,1/01/1830,31/12/1976,MELLET,Mellet,N
52047,1/01/1830,31/12/1976,MONCEAU-SUR-SAMBRE,Monceau-sur-Sambre,N
52048,1/01/0001,31/03/2014,MONTIGNY-LE-TILLEUL,Montigny-le-Tilleul,N
52048,1/04/2014,,MONTIGNY-LE-TILLEUL,Montigny-le-Tilleul,O
52049,1/01/1830,31/12/1976,MONTIGNIES-SUR-SAMBRE,Montignies-sur-Sambre,N
52050,1/01/1830,31/12/1976,MONT-SUR-MARCHIENNE,Mont-sur-Marchienne,N
52051,1/01/1830,31/12/1976,OBAIX,Obaix,N
52052,1/01/1830,31/12/1976,PETIT-ROEULX-LEZ-NIVELLES,Petit-Roeulx-lez-Nivelles,N
52053,1/01/1830,31/12/1976,PIETON,Piéton,N
52054,1/01/1867,31/12/1976,PIRONCHAMPS,Pironchamps,N
52055,1/01/0001,31/03/2014,PONT-A-CELLES,Pont-à-Celles,N
52055,1/04/2014,,PONT-A-CELLES,Pont-à-Celles,O
52056,1/01/1830,31/12/1976,PONT-DE-LOUP,Pont-de-Loup,N
52057,1/01/1830,31/12/1976,PRESLES,Presles,N
52058,1/01/1830,31/12/1976,RANSART,Ransart,N
52059,1/01/1830,31/12/1976,REVES,Rèves,N
52060,1/01/1878,31/12/1976,ROSELIES,Roselies,N
52061,1/01/1830,31/12/1976,ROUX,Roux,N
52062,1/01/1830,31/12/1976,SAINT-AMAND,Saint-Amand,N
52063,1/01/0001,31/03/2014,SENEFFE,Seneffe,N
52063,1/04/2014,31/12/2018,SENEFFE,Seneffe,N
52064,1/01/1830,31/12/1976,SOUVRET,Souvret,N
52065,1/01/1830,31/12/1976,THIMEON,Thiméon,N
52066,1/01/1830,31/12/1976,TRAZEGNIES,Trazegnies,N
52067,1/01/1830,31/12/1976,VIESVILLE,Viesville,N
52068,1/01/1830,31/12/1976,VILLERS-PERWIN,Villers-Perwin,N
52069,1/01/1830,31/12/1976,VILLERS-POTERIE,Villers-Poterie,N
52070,1/01/1830,31/12/1976,WAGNELEE,Wagnelée,N
52071,1/01/1830,31/12/1976,WANFERCEE-BAULET,Wanfercée-Baulet,N
52072,1/01/1830,31/12/1976,WANGENIES,Wangenies,N
52073,1/01/1830,31/12/1976,WAYAUX,Wayaux,N
52074,1/01/0001,31/03/2014,AISEAU-PRESLES,Aiseau-Presles,N
52074,1/04/2014,,AISEAU-PRESLES,Aiseau-Presles,O
52075,1/01/0001,31/03/2014,LES BONS VILLERS,Les Bons Villers,N
52075,1/04/2014,,LES BONS VILLERS,Les Bons Villers,O
52501,1/01/0001,31/03/2014,CHARLEROI D1 (CHARLEROI-DAMPREMY),Charleroi D1 (Charleroi-Dampremy),N
52501,1/04/2014,,CHARLEROI D1 (CHARLEROI-DAMPREMY),Charleroi D1 (Charleroi-Dampremy),O
52502,1/01/0001,31/03/2014,CHARLEROI D2 (GILLY-LODELINSART),Charleroi D2 (Gilly-Lodelinsart),N
52502,1/04/2014,,CHARLEROI D2 (GILLY-LODELINSART),Charleroi D2 (Gilly-Lodelinsart),O
52503,1/01/0001,31/03/2014,CHARLEROI D3 (GOSSELIES-RANSART),Charleroi D3 (Gosselies-Ransart),N
52503,1/04/2014,,CHARLEROI D3 (GOSSELIES-RANSART),Charleroi D3 (Gosselies-Ransart),O
52504,1/01/0001,31/03/2014,CHARLEROI D4 (MONTIGNIES-SUR-SAMBRE-COUILLET),Charleroi D4 (Montignies-sur-Sambre-Couillet),N
52504,1/04/2014,,CHARLEROI D4 (MONTIGNIES-SUR-SAMBRE-COUILLET),Charleroi D4 (Montignies-sur-Sambre-Couillet),O
52505,1/01/0001,31/03/2014,CHARLEROI D5 (JUMET-ROUX),Charleroi D5 (Jumet-Roux),N
52505,1/04/2014,,CHARLEROI D5 (JUMET-ROUX),Charleroi D5 (Jumet-Roux),O
52506,1/01/0001,31/03/2014,CHARLEROI D6 (MARCINELLE-MONT-SUR-MARCHIENNE),Charleroi D6 (Marcinelle-Mont-sur-Marchienne),N
52506,1/04/2014,,CHARLEROI D6 (MARCINELLE-MONT-SUR-MARCHIENNE),Charleroi D6 (Marcinelle-Mont-sur-Marchienne),O
52507,1/01/0001,31/03/2014,CHARLEROI D7 (MARCHIENNE-AU-PONT),Charleroi D7 (Marchienne-au-Pont),N
52507,1/04/2014,,CHARLEROI D7 (MARCHIENNE-AU-PONT),Charleroi D7 (Marchienne-au-Pont),O
53001,1/01/1830,31/12/1976,ANGRE,Angre,N
53002,1/01/1830,31/12/1976,ANGREAU,Angreau,N
53003,1/01/1830,31/12/1976,ASQUILLIES,Asquillies,N
53004,1/01/1830,31/12/1976,ATHIS,Athis,N
53005,1/01/1830,31/12/1976,AUDREGNIES,Audregnies,N
53006,1/01/1830,31/12/1976,AULNOIS,Aulnois,N
53007,1/01/1830,31/12/1976,AUTREPPE,Autreppe,N
53008,1/01/1830,31/12/1976,BAISIEUX,Baisieux,N
53009,1/01/1830,31/12/1976,BAUDOUR,Baudour,N
53010,1/01/1830,31/12/1976,BAUFFE,Bauffe,N
53011,1/01/1830,31/12/1976,BLAREGNIES,Blaregnies,N
53012,1/01/1830,31/12/1976,BLAUGIES,Blaugies,N
53013,1/01/1830,31/12/1976,BOUGNIES,Bougnies,N
53014,1/01/0001,31/03/2014,BOUSSU,Boussu,N
53014,1/04/2014,,BOUSSU,Boussu,O
53015,1/01/1830,31/12/1976,CAMBRON-CASTEAU,Cambron-Casteau,N
53016,1/01/1830,31/12/1976,CAMBRON-SAINT-VINCENT,Cambron-Saint-Vincent,N
53017,1/01/1830,31/12/1976,CHAUSSEE-NOTRE-DAME-LOUVIGNIES,Chaussée-Notre-Dame-Louvignies,N
53018,1/01/1830,31/12/1976,CIPLY,Ciply,N
53019,1/01/1830,31/12/1970,CUESMES,Cuesmes,N
53020,1/01/0001,31/03/2014,DOUR,Dour,N
53020,1/04/2014,,DOUR,Dour,O
53021,1/01/1830,31/12/1976,ELOUGES,Elouges,N
53022,1/01/1830,31/12/1976,ERBAUT,Erbaut,N
53023,1/01/1830,31/12/1976,ERBISOEUL,Erbisoeul,N
53024,1/01/1830,31/12/1976,ERQUENNES,Erquennes,N
53025,1/01/1830,31/12/1976,EUGIES,Eugies,N
53026,1/01/1830,31/12/1976,FAYT-LE-FRANC,Fayt-le-Franc,N
53027,1/01/1870,31/12/1970,FLENU,Flénu,N
53028,1/01/0001,31/03/2014,FRAMERIES,Frameries,N
53028,1/04/2014,,FRAMERIES,Frameries,O
53029,1/01/1830,31/12/1976,GENLY,Genly,N
53030,1/01/1830,31/12/1971,GHLIN,Ghlin,N
53031,1/01/1830,31/12/1976,GIVRY,Givry,N
53032,1/01/1830,31/12/1976,GOEGNIES-CHAUSSEE,Goegnies-Chaussée,N
53033,1/01/1830,31/12/1976,HAININ,Hainin,N
53034,1/01/1830,31/12/1976,HARMIGNIES,Harmignies,N
53035,1/01/1830,31/12/1976,HARVENG,Harveng,N
53036,1/01/1830,31/12/1976,HAUTRAGE,Hautrage,N
53037,1/01/1830,31/12/1976,HAVAY,Havay,N
53038,1/01/1830,31/12/1976,HAVRE,Havré,N
53039,1/01/0001,31/03/2014,HENSIES,Hensies,N
53039,1/04/2014,,HENSIES,Hensies,O
53040,1/01/1830,31/12/1976,HERCHIES,Herchies,N
53041,1/01/1830,31/12/1976,HORNU,Hornu,N
53042,1/01/1830,31/12/1971,HYON,Hyon,N
53043,1/01/1830,31/12/1976,JEMAPPES,Jemappes,N
53044,1/01/0001,31/03/2014,JURBISE,Jurbise,N
53044,1/04/2014,,JURBISE,Jurbise,O
53045,1/01/1845,31/12/1976,LA BOUVERIE,La Bouverie,N
53046,1/01/0001,31/03/2014,LENS,Lens,N
53046,1/04/2014,,LENS,Lens,O
53047,1/01/1830,31/12/1976,LOMBISE,Lombise,N
53048,1/01/1868,31/12/1976,MAISIERES,Maisières,N
53049,1/01/1830,31/12/1976,MARCHIPONT,Marchipont,N
53050,1/01/1830,31/12/1976,MASNUY-SAINT-JEAN,Masnuy-Saint-Jean,N
53051,1/01/1830,31/12/1976,MASNUY-SAINT-PIERRE,Masnuy-Saint-Pierre,N
53052,1/01/1830,31/12/1976,MESVIN,Mesvin,N
53053,1/01/0001,31/03/2014,MONS,Mons,N
53053,1/04/2014,,MONS,Mons,O
53054,1/01/1830,31/12/1976,MONTIGNIES-LEZ-LENS,Montignies-lez-Lens,N
53055,1/01/1830,31/12/1976,MONTIGNIES-SUR-ROC,Montignies-sur-Roc,N
53056,1/01/1830,31/12/1976,MONTROEUL-SUR-HAINE,Montroeul-sur-Haine,N
53057,1/01/1830,31/12/1976,NEUFMAISON,Neufmaison,N
53058,1/01/1830,31/12/1976,NEUFVILLES,Neufvilles,N
53059,1/01/1868,31/12/1971,NIMY,Nimy,N
53060,1/01/1830,31/12/1976,NOIRCHAIN,Noirchain,N
53061,1/01/1830,31/12/1976,NOUVELLES,Nouvelles,N
53062,1/01/1830,31/12/1971,OBOURG,Obourg,N
53063,1/01/1830,31/12/1976,ONNEZIES,Onnezies,N
53064,1/01/1830,31/12/1976,PATURAGES,Pâturages,N
53065,1/01/0001,31/03/2014,QUAREGNON,Quaregnon,N
53065,1/04/2014,,QUAREGNON,Quaregnon,O
53066,1/01/1830,31/12/1976,QUEVY-LE-GRAND,Quévy-le-Grand,N
53067,1/01/1830,31/12/1976,QUEVY-LE-PETIT,Quévy-le-Petit,N
53068,1/01/0001,31/03/2014,QUIEVRAIN,Quiévrain,N
53068,1/04/2014,,QUIEVRAIN,Quiévrain,O
53069,1/01/1830,31/12/1976,ROISIN,Roisin,N
53070,1/01/0001,31/03/2014,SAINT-GHISLAIN,Saint-Ghislain,N
53070,1/04/2014,,SAINT-GHISLAIN,Saint-Ghislain,O
53071,1/01/1830,31/12/1976,SAINT-SYMPHORIEN,Saint-Symphorien,N
53072,1/01/1830,31/12/1976,SARS-LA-BRUYERE,Sars-la-Bruyère,N
53073,1/01/1830,31/12/1976,SIRAULT,Sirault,N
53074,1/01/1830,31/12/1976,SPIENNES,Spiennes,N
53075,1/01/1883,31/12/1976,TERTRE,Tertre,N
53076,1/01/1830,31/12/1976,THULIN,Thulin,N
53077,1/01/1830,31/12/1976,VILLEROT,Villerot,N
53078,1/01/1830,31/12/1976,WARQUIGNIES,Warquignies,N
53079,1/01/1830,31/12/1976,WASMES,Wasmes,N
53080,1/01/1830,31/12/1976,WASMUEL,Wasmuel,N
53081,1/01/1830,31/12/1976,WIHERIES,Wihéries,N
53082,1/01/0001,31/03/2014,COLFONTAINE,Colfontaine,N
53082,1/04/2014,,COLFONTAINE,Colfontaine,O
53083,1/01/0001,31/03/2014,HONNELLES,Honnelles,N
53083,1/04/2014,,HONNELLES,Honnelles,O
53084,1/01/0001,31/03/2014,QUEVY,Quévy,N
53084,1/04/2014,,QUEVY,Quévy,O
54001,1/01/1830,31/12/1976,BAS-WARNETON,Bas-Warneton,N
54002,1/01/1830,31/12/1982,COMINES,Comines,N
54003,1/01/1830,31/12/1976,DOTTIGNIES,Dottignies,N
54004,1/01/1830,31/12/1976,HERSEAUX,Herseaux,N
54005,1/01/1830,31/12/1976,HOUTHEM,Houthem,N
54006,1/01/1830,31/12/1976,LUINGNE,Luingne,N
54007,1/01/0001,31/03/2014,MOUSCRON,Mouscron,N
54007,1/04/2014,31/12/2018,MOUSCRON,Mouscron,N
54008,1/01/1850,31/12/1976,PLOEGSTEERT,Ploegsteert,N
54009,1/01/1830,31/12/1976,WARNETON,Warneton,N
54010,1/01/0001,31/03/2014,COMINES-WARNETON,Comines-Warneton,N
54010,1/04/2014,31/12/2018,COMINES-WARNETON,Comines-Warneton,N
55001,1/01/1830,31/12/1976,BASSILLY,Bassilly,N
55002,1/01/1830,31/12/1976,BOIS-DE-LESSINES,Bois-de-Lessines,N
55003,1/01/1830,31/12/1976,BOUSSOIT,Boussoit,N
55004,1/01/0001,31/03/2014,BRAINE-LE-COMTE,Braine-le-Comte,N
55004,1/04/2014,,BRAINE-LE-COMTE,Braine-le-Comte,O
55005,1/01/1830,31/12/1976,BRAY,Bray,N
55006,1/01/1830,31/12/1976,CASTEAU,Casteau,N
55007,1/01/1830,31/12/1976,DEUX-ACREN,Deux-Acren,N
55008,1/01/1830,31/12/1976,ECAUSSINNES-D'ENGHIEN,Ecaussinnes-d'Enghien,N
55009,1/01/1830,31/12/1976,ECAUSSINNES-LALAING,Ecaussinnes-Lalaing,N
55010,1/01/0001,31/03/2014,ENGHIEN,Enghien,N
55010,1/04/2014,31/12/2018,ENGHIEN,Enghien,N
55011,1/01/1830,31/12/1976,ESTINNES-AU-VAL,Estinnes-au-Val,N
55012,1/01/1830,31/12/1976,GHOY,Ghoy,N
55013,1/01/1830,31/12/1964,GOTTIGNIES,Gottignies,N
55014,1/01/1892,31/12/1976,GRATY,Graty,N
55015,1/01/1830,31/12/1976,HAINE-SAINT-PAUL,Haine-Saint-Paul,N
55016,1/01/1830,31/12/1976,HENNUYERES,Hennuyères,N
55017,1/01/1830,31/12/1976,HENRIPONT,Henripont,N
55018,1/01/1830,31/12/1976,HORRUES,Horrues,N
55019,1/01/1830,31/12/1976,HOUDENG-AIMERIES,Houdeng-Aimeries,N
